"fecha";"Run Fondo";"serie";"periodo";"rent_acumulada"
2022-08-14;"8172";APV;"3M";0.0243897858554555188570574067354934705626
2022-08-14;"8172";APV;"6M";0.0855738858077689377458377099253309274337
2022-08-14;"8172";APV;"1Y";0.1385447382246085988030449322789563726806
2022-08-14;"8172";APV;YTD;0.0438541667370865942878122423292054580904
2022-08-15;"8172";APV;"1M";-0.1068486629959014728444347856206996936193
2022-08-15;"8172";APV;"3M";0.0243897858554555188570574067354934705626
2022-08-15;"8172";APV;"6M";0.0964448274903141228869333885563963916930
2022-08-15;"8172";APV;"1Y";0.1385447382246085988030449322789563726806
2022-08-15;"8172";APV;YTD;0.0438541667370865942878122423292054580904
2022-08-16;"8172";APV;"1M";-0.1073748489161466040783918079142171905727
2022-08-16;"8172";APV;"3M";0.0274363948369206591031058134761111612997
2022-08-16;"8172";APV;"6M";0.1021366384004596010236486528512149818842
2022-08-16;"8172";APV;"1Y";0.1234431441438168737547670541781823363399
2022-08-16;"8172";APV;YTD;0.0432391966389969934925871440662369498112
2022-08-17;"8172";APV;"1M";-0.0936898367973575519492816963269534488104
2022-08-17;"8172";APV;"3M";0.0520130669416875343819732943281717709770
2022-08-17;"8172";APV;"6M";0.1198321204922534637613803993796708071240
2022-08-17;"8172";APV;"1Y";0.1328050299721968701615091958492697847478
2022-08-17;"8172";APV;YTD;0.0592333023747195003256050513879047682085
2022-08-18;"8172";APV;"1M";-0.0242702125241164053179773852797853630320
2022-08-18;"8172";APV;"3M";0.0794519427445841361115026240460929913690
2022-08-18;"8172";APV;"6M";0.1551845564882585231204316381500205031290
2022-08-18;"8172";APV;"1Y";0.1639625995146837822702564135544997156779
2022-08-18;"8172";APV;YTD;0.0857374799053293963316673276591044129153
2022-08-19;"8172";APV;"1M";0.0164610938268580524937245257657739667450
2022-08-19;"8172";APV;"3M";0.1211764375220102402101891341779037997289
2022-08-19;"8172";APV;"6M";0.1892289538554736038046542687601864800606
2022-08-19;"8172";APV;"1Y";0.1948223256369478506060591645364376112079
2022-08-19;"8172";APV;YTD;0.1177352052858897736747662136603104015675
2022-08-20;"8172";APV;"1M";0.0274211677704415940423271464804224838107
2022-08-20;"8172";APV;"3M";0.1330147404615638230352123113962248878284
2022-08-20;"8172";APV;"6M";0.1892289538554736038046542687601864800606
2022-08-20;"8172";APV;"1Y";0.2002129984158572054320081288911076813913
2022-08-20;"8172";APV;YTD;0.1177352052858897736747662136603104015675
2022-08-21;"8172";APV;"1M";0.0190123481533426399250944718870555445502
2022-08-21;"8172";APV;"3M";0.1330147404615638230352123113962248878284
2022-08-21;"8172";APV;"6M";0.1801884930487819829331314401282184791607
2022-08-21;"8172";APV;"1Y";0.2002129984158572054320081288911076813913
2022-08-21;"8172";APV;YTD;0.1177352052858897736747662136603104015675
2022-08-22;"8172";APV;"1M";0.0132909491657135087780220692423357134486
2022-08-22;"8172";APV;"3M";0.1331579948049931821091536730531519495869
2022-08-22;"8172";APV;"6M";0.1858794483057876880758966771909423489976
2022-08-22;"8172";APV;"1Y";0.2003647490673918919052024331186796822104
2022-08-22;"8172";APV;YTD;0.1178765277393786671091432060512700671738
2022-08-23;"8172";APV;"1M";-0.0065406520174123496086820182977468748291
2022-08-23;"8172";APV;"3M";0.1163291145137797214809432870698204934538
2022-08-23;"8172";APV;"6M";0.1762326458912647936530623928784465674132
2022-08-23;"8172";APV;"1Y";0.1815763169289547603448961378958827321767
2022-08-23;"8172";APV;YTD;0.0959980322407681035100170729332551767925
2022-08-24;"8172";APV;"1M";-0.0186947556921289148613865050035797266395
2022-08-24;"8172";APV;"3M";0.0968493101503737528759904765259075037530
2022-08-24;"8172";APV;"6M";0.1328330497741617484911557203361235168754
2022-08-24;"8172";APV;"1Y";0.1688084737821470639860390852890485868438
2022-08-24;"8172";APV;YTD;0.0825894577095703569527209793992367076505
2022-08-25;"8172";APV;"1M";-0.0331981544530107929344500856859468726216
2022-08-25;"8172";APV;"3M";0.0882772771966757860711677037692392069987
2022-08-25;"8172";APV;"6M";0.1287328521854778695376378653961188949867
2022-08-25;"8172";APV;"1Y";0.1604058908526091481617449540012449282375
2022-08-25;"8172";APV;YTD;0.0759887133842256811029621005703250711169
2022-08-26;"8172";APV;"1M";-0.0239061399490848059866883462163527719140
2022-08-26;"8172";APV;"3M";0.0841343407750026654144190918845248787721
2022-08-26;"8172";APV;"6M";0.1165789737950269157002206832054480195982
2022-08-26;"8172";APV;"1Y";0.1449441187103317624501347666350170857779
2022-08-26;"8172";APV;YTD;0.0644027690691923757344173467405251195668
2022-08-27;"8172";APV;"1M";-0.0222612069035036569890745052975299022583
2022-08-27;"8172";APV;"3M";0.0938757203355847722663912513914259206660
2022-08-27;"8172";APV;"6M";0.1165789737950269157002206832054480195982
2022-08-27;"8172";APV;"1Y";0.1459224416322367095219911460398035072437
2022-08-27;"8172";APV;YTD;0.0644027690691923757344173467405251195668
2022-08-28;"8172";APV;"1M";-0.0124991263074993092542821633789452015253
2022-08-28;"8172";APV;"3M";0.0938757203355847722663912513914259206660
2022-08-28;"8172";APV;"6M";0.1267264298383770115461941260811324817886
2022-08-28;"8172";APV;"1Y";0.1459224416322367095219911460398035072437
2022-08-28;"8172";APV;YTD;0.0644027690691923757344173467405251195668
2022-08-29;"8172";APV;"1M";-0.0158565758300758809669010084813962909906
2022-08-29;"8172";APV;"3M";0.0825733758091643018160485910821183513457
2022-08-29;"8172";APV;"6M";0.1150846591506152814608875274755922357484
2022-08-29;"8172";APV;"1Y";0.1340823303699526078486030104725815703894
2022-08-29;"8172";APV;YTD;0.0534049504073015367973380776617074879413
2022-08-30;"8172";APV;"1M";-0.0255497105338859674476258091811012963320
2022-08-30;"8172";APV;"3M";0.0666979076756749724018007611642256448667
2022-08-30;"8172";APV;"6M";0.1041018434940298189533171208403750810213
2022-08-30;"8172";APV;"1Y";0.1292869395603297492142899914068950062908
2022-08-30;"8172";APV;YTD;0.0430296373876868858992405442263920531507
2022-08-31;"8172";APV;"1M";-0.0080304459648371238016925853827845343661
2022-08-31;"8172";APV;"3M";0.0883901782860644577369767511575505232110
2022-08-31;"8172";APV;"6M";0.1239520631680823782321138067460007720408
2022-08-31;"8172";APV;"1Y";0.1567631368391129347931015698905541678920
2022-08-31;"8172";APV;YTD;0.0617818635076724588227932372768554996825
2022-09-01;"8172";APV;"1M";0.0054490875299004819074470672481046771321
2022-09-01;"8172";APV;"3M";0.0874067437194625745287771968723200494115
2022-09-01;"8172";APV;"6M";0.1168517249450332348178694989432319100671
2022-09-01;"8172";APV;"1Y";0.1691514663965910008410783346551584716216
2022-09-01;"8172";APV;YTD;0.0620176795807955195693921580627076080000
2022-09-02;"8172";APV;"1M";-0.0132057082370640101990010001750442201089
2022-09-02;"8172";APV;"3M";0.0848248695597438144096752424399106867000
2022-09-02;"8172";APV;"6M";0.0955674370858649269500905512810909430806
2022-09-02;"8172";APV;"1Y";0.1507435496533228285437988481559006235537
2022-09-02;"8172";APV;YTD;0.0470143166305842448820385648430401219193
2022-09-03;"8172";APV;"1M";-0.0247388497743146036538145527730198199556
2022-09-03;"8172";APV;"3M";0.0877315628157024156251675145362057542433
2022-09-03;"8172";APV;"6M";0.1042182824216011300693403287170441106348
2022-09-03;"8172";APV;"1Y";0.1534925123233119106699219029756838358274
2022-09-03;"8172";APV;YTD;0.0470143166305842448820385648430401219193
2022-09-04;"8172";APV;"1M";-0.0205090358294704953729429574266727836953
2022-09-04;"8172";APV;"3M";0.0877315628157024156251675145362057542433
2022-09-04;"8172";APV;"6M";0.0961284288205656014811796495176876913522
2022-09-04;"8172";APV;"1Y";0.1534925123233119106699219029756838358274
2022-09-04;"8172";APV;YTD;0.0470143166305842448820385648430401219193
2022-09-05;"8172";APV;"1M";-0.0529131550914709405513245849767556109387
2022-09-05;"8172";APV;"3M";0.0640540598955662609695054361799739784177
2022-09-05;"8172";APV;"6M";0.0722681447564903275255446503381909079888
2022-09-05;"8172";APV;"1Y";0.1283835394272868918798285846055089438918
2022-09-05;"8172";APV;YTD;0.0242231378260712622133714500936499505234
2022-09-06;"8172";APV;"1M";-0.0286869262160151431411502856568127811577
2022-09-06;"8172";APV;"3M";0.0851303203286999587753347490236567486304
2022-09-06;"8172";APV;"6M";0.0996964778923391295321242244517667590472
2022-09-06;"8172";APV;"1Y";0.1515401265866637300276871437474018743593
2022-09-06;"8172";APV;YTD;0.0504224924997267602030410284129851867606
2022-09-07;"8172";APV;"1M";-0.0310613657284194495238951087849212349787
2022-09-07;"8172";APV;"3M";0.0681268816612322693544409711903017981854
2022-09-07;"8172";APV;"6M";0.0946954229666809894547925457476277745985
2022-09-07;"8172";APV;"1Y";0.1374930118381906344061026524543141309464
2022-09-07;"8172";APV;YTD;0.0478546647434370748988947459845410654086
2022-09-08;"8172";APV;"1M";-0.0278760819117589665256214228398965488539
2022-09-08;"8172";APV;"3M";0.0711971937101162265502850457273241552706
2022-09-08;"8172";APV;"6M";0.0835613966819052851187549818975325894747
2022-09-08;"8172";APV;"1Y";0.1169523763828864811781321633984298523469
2022-09-08;"8172";APV;YTD;0.0415765321647603375624527879585167802413
2022-09-09;"8172";APV;"1M";-0.0176445874414839300316920166991249695988
2022-09-09;"8172";APV;"3M";0.0690227046522064366208718799335388307347
2022-09-09;"8172";APV;"6M";0.1000726100517359340506073929057287083492
2022-09-09;"8172";APV;"1Y";0.1168174065338870838567433787121769773613
2022-09-09;"8172";APV;YTD;0.0464394239252380093990574631649030975155
2022-09-10;"8172";APV;"1M";-0.0050212680103033029359031473823391455155
2022-09-10;"8172";APV;"3M";0.0545241462544889488075387089713042917385
2022-09-10;"8172";APV;"6M";0.0967191406511926047128371620521737534437
2022-09-10;"8172";APV;"1Y";0.1187567349733230502761178174257834431997
2022-09-10;"8172";APV;YTD;0.0464394239252380093990574631649030975155
2022-09-11;"8172";APV;"1M";0.0029211124245530335265917332251226688304
2022-09-11;"8172";APV;"3M";0.0545241462544889488075387089713042917385
2022-09-11;"8172";APV;"6M";0.1015622224902917637101202882910233895275
2022-09-11;"8172";APV;"1Y";0.1187567349733230502761178174257834431997
2022-09-11;"8172";APV;YTD;0.0464394239252380093990574631649030975155
2022-09-12;"8172";APV;"1M";0.0178341503159173159327430066642248017037
2022-09-12;"8172";APV;"3M";0.0706789955988062485767095186920204946958
2022-09-12;"8172";APV;"6M";0.1184376746180872151682890675169101839005
2022-09-12;"8172";APV;"1Y";0.1358955995224451899290088579095234024956
2022-09-12;"8172";APV;YTD;0.0624704188545724137541206108219700269784
2022-09-13;"8172";APV;"1M";0.0309125539375037477740934356337156278236
2022-09-13;"8172";APV;"3M";0.0536765838177644567597042986533443760176
2022-09-13;"8172";APV;"6M";0.1328087578930036885806374232207035578796
2022-09-13;"8172";APV;"1Y";0.1587800150144031367291497963875508423655
2022-09-13;"8172";APV;YTD;0.0761223649692348141449458397626294411724
2022-09-14;"8172";APV;"1M";0.0386360498039815897005554901704139759430
2022-09-14;"8172";APV;"3M";0.0573709180521543646215931921264241985754
2022-09-14;"8172";APV;"6M";0.1329445110287517333387363289521866129774
2022-09-14;"8172";APV;"1Y";0.1689677077122272440026090068511672830117
2022-09-14;"8172";APV;YTD;0.0841845683112343744507908689776788633138
2022-09-15;"8172";APV;"1M";0.0448416036895919600172338567081958008236
2022-09-15;"8172";APV;"3M";0.0671868525898139365184064485904570119849
2022-09-15;"8172";APV;"6M";0.1304808777448626327439415382541397259759
2022-09-15;"8172";APV;"1Y";0.1780599936285855474968438559666705715692
2022-09-15;"8172";APV;YTD;0.0906622615916402775378723690167288106282
2022-09-16;"8172";APV;"1M";0.0454575183768268485100696300115924867586
2022-09-16;"8172";APV;"3M";0.0602263184614834442704029820113089438549
2022-09-16;"8172";APV;"6M";0.1466606186252777616826664028117485578055
2022-09-16;"8172";APV;"1Y";0.1799605836366048989692230844850780204395
2022-09-16;"8172";APV;YTD;0.0906622615916402775378723690167288106282
2022-09-17;"8172";APV;"1M";0.0296714228550589098321890801942397370310
2022-09-17;"8172";APV;"3M";0.0529392852488569930685139685886188866399
2022-09-17;"8172";APV;"6M";0.1544757567719590221549480999169207032869
2022-09-17;"8172";APV;"1Y";0.1799605836366048989692230844850780204395
2022-09-17;"8172";APV;YTD;0.0906622615916402775378723690167288106282
2022-09-18;"8172";APV;"1M";0.0045358862316701973795066350728886400192
2022-09-18;"8172";APV;"3M";0.0529392852488569930685139685886188866399
2022-09-18;"8172";APV;"6M";0.1485678350329725785547761938859919466458
2022-09-18;"8172";APV;"1Y";0.1799605836366048989692230844850780204395
2022-09-18;"8172";APV;YTD;0.0906622615916402775378723690167288106282
2022-09-19;"8172";APV;"1M";-0.0242212498686796650498425110701928849425
2022-09-19;"8172";APV;"3M";0.0529392852488569930685139685886188866399
2022-09-19;"8172";APV;"6M";0.1485678350329725785547761938859919466458
2022-09-19;"8172";APV;"1Y";0.1799605836366048989692230844850780204395
2022-09-19;"8172";APV;YTD;0.0906622615916402775378723690167288106282
2022-09-20;"8172";APV;"1M";-0.0182770056748095422099797455482197744937
2022-09-20;"8172";APV;"3M";0.0531396038031522682871990343629486875006
2022-09-20;"8172";APV;"6M";0.1555646749249479848257054891958242684369
2022-09-20;"8172";APV;"1Y";0.1759417367630529257093232732337189146103
2022-09-20;"8172";APV;YTD;0.0973063525959451576609146319672388654996
2022-09-21;"8172";APV;"1M";-0.0071050069528726685845354382997003622712
2022-09-21;"8172";APV;"3M";0.0651243228896164958018443535520437321387
2022-09-21;"8172";APV;"6M";0.1741716035832158835608761469030194233608
2022-09-21;"8172";APV;"1Y";0.1937891861553901939780264159897709383744
2022-09-21;"8172";APV;YTD;0.1097936888808629672858190281434728278937
2022-09-22;"8172";APV;"1M";-0.0027496964727404180318143814282396204104
2022-09-22;"8172";APV;"3M";0.0629100623662167517852022531975340038101
2022-09-22;"8172";APV;"6M";0.1873260119983057933441466501432971679621
2022-09-22;"8172";APV;"1Y";0.1992842971045562562710966149572076461722
2022-09-22;"8172";APV;YTD;0.1148027065940943915142408470215278217011
2022-09-23;"8172";APV;"1M";0.0408735324065262521754418679777646686662
2022-09-23;"8172";APV;"3M";0.0729598680895071024779626949854441092867
2022-09-23;"8172";APV;"6M";0.2131452831119091417620236842115835574373
2022-09-23;"8172";APV;"1Y";0.2237989487829967538110742575283936979722
2022-09-23;"8172";APV;YTD;0.1407953433290501427319116288816889036874
2022-09-24;"8172";APV;"1M";0.0537654280715292720523508471205425495134
2022-09-24;"8172";APV;"3M";0.0580105117495434395944141093623645535355
2022-09-24;"8172";APV;"6M";0.2201725988051826516615007645490887451756
2022-09-24;"8172";APV;"1Y";0.2211037154990643144125267300955269395577
2022-09-24;"8172";APV;YTD;0.1407953433290501427319116288816889036874
2022-09-25;"8172";APV;"1M";0.0602298417619949603088665333827607988620
2022-09-25;"8172";APV;"3M";0.0580105117495434395944141093623645535355
2022-09-25;"8172";APV;"6M";0.2263472649334995277875454441035048981512
2022-09-25;"8172";APV;"1Y";0.2211037154990643144125267300955269395577
2022-09-25;"8172";APV;YTD;0.1407953433290501427319116288816889036874
2022-09-26;"8172";APV;"1M";0.0959119217050648416249380779547608599210
2022-09-26;"8172";APV;"3M";0.0818421296011108095843730670914508847364
2022-09-26;"8172";APV;"6M";0.2539706571839996495854920323465540025639
2022-09-26;"8172";APV;"1Y";0.2486089971401522267080200531498466644624
2022-09-26;"8172";APV;YTD;0.1664916841188109682085747613495574634738
2022-09-27;"8172";APV;"1M";0.0912363479079603969306653896837780033761
2022-09-27;"8172";APV;"3M";0.0772265828463161195718881694346244094363
2022-09-27;"8172";APV;"6M";0.2486207451783474049374451218383582257088
2022-09-27;"8172";APV;"1Y";0.2331336732617415924373893269520951741543
2022-09-27;"8172";APV;YTD;0.1615149904221856390348403063588376438145
2022-09-28;"8172";APV;"1M";0.0782433982808653018574061728398111177668
2022-09-28;"8172";APV;"3M";0.0716387433760024877583429754406758188380
2022-09-28;"8172";APV;"6M";0.2452880945497922506238205815677155592605
2022-09-28;"8172";APV;"1Y";0.2136519293296066701336686663235783118735
2022-09-28;"8172";APV;YTD;0.1476852588607290893600486165249137706341
2022-09-29;"8172";APV;"1M";0.0837318701741155879970328756036337693629
2022-09-29;"8172";APV;"3M";0.0490341473293939877036760098395677823646
2022-09-29;"8172";APV;"6M";0.2411192703314539760690266020563097677601
2022-09-29;"8172";APV;"1Y";0.1997913093688433493412773123015533310668
2022-09-29;"8172";APV;YTD;0.1416085169555763784664055689716931758340
2022-09-30;"8172";APV;"1M";0.0880077827553244850581495227472584463065
2022-09-30;"8172";APV;"3M";0.0292690567415354269140349393042836855807
2022-09-30;"8172";APV;"6M";0.2179388710006800252108271623651874537292
2022-09-30;"8172";APV;"1Y";0.1804576711894164113633813749279417669047
2022-09-30;"8172";APV;YTD;0.1348243631222673065979627980666673769565
2022-10-01;"8172";APV;"1M";0.0685550579254107845615928844797024031383
2022-10-01;"8172";APV;"3M";0.0265594841830358584733957085606244443918
2022-10-01;"8172";APV;"6M";0.2237073439080568168910116414251241772010
2022-10-01;"8172";APV;"1Y";0.1922083808935028488041349145374390690319
2022-10-01;"8172";APV;YTD;0.1348243631222673065979627980666673769565
2022-10-02;"8172";APV;"1M";0.0838670924522466553852470533667989605606
2022-10-02;"8172";APV;"3M";0.0265594841830358584733957085606244443918
2022-10-02;"8172";APV;"6M";0.2237073439080568168910116414251241772010
2022-10-02;"8172";APV;"1Y";0.1922083808935028488041349145374390690319
2022-10-02;"8172";APV;YTD;0.1348243631222673065979627980666673769565
2022-10-03;"8172";APV;"1M";0.0784070808864468402616725743474553255706
2022-10-03;"8172";APV;"3M";0.0213881613375940718673267744177667055369
2022-10-03;"8172";APV;"6M";0.2175428830646379216168119922874777433276
2022-10-03;"8172";APV;"1Y";0.1862025969797258068553885793248138871827
2022-10-03;"8172";APV;YTD;0.1291076528439063269031599360006095015092
2022-10-04;"8172";APV;"1M";0.0508204166118172663319442104720480360309
2022-10-04;"8172";APV;"3M";0.0027898616934766247741206562321121237577
2022-10-04;"8172";APV;"6M";0.1926686767182589971441359803419740332798
2022-10-04;"8172";APV;"1Y";0.1530028784152220716569805145333552022024
2022-10-04;"8172";APV;YTD;0.1002240204002876915413223610096799237363
2022-10-05;"8172";APV;"1M";0.0867842505416057564761258885720529012684
2022-10-05;"8172";APV;"3M";-0.0078908924046560534610376929875058776817
2022-10-05;"8172";APV;"6M";0.2005540932897924885719796764959743710808
2022-10-05;"8172";APV;"1Y";0.1596921231561730478395899067644663634756
2022-10-05;"8172";APV;YTD;0.1131095752296786345137529054358814555912
2022-10-06;"8172";APV;"1M";0.0618109135501687957422586168402817246352
2022-10-06;"8172";APV;"3M";-0.0305051974721561998905790691769210477946
2022-10-06;"8172";APV;"6M";0.1859112035093642266584091889551405390647
2022-10-06;"8172";APV;"1Y";0.1539985124591312224375981391117487123727
2022-10-06;"8172";APV;YTD;0.1153500663747802012208794156265801691471
2022-10-07;"8172";APV;"1M";0.0656938330124572442187400698482392020139
2022-10-07;"8172";APV;"3M";-0.0162177137017441123886322117106425692052
2022-10-07;"8172";APV;"6M";0.1678361579947484904133962223130654788020
2022-10-07;"8172";APV;"1Y";0.1591607512701826232416812374635754198826
2022-10-07;"8172";APV;YTD;0.1166922541104167994077662249092714316314
2022-10-08;"8172";APV;"1M";0.0721173333173508806204965289367687498764
2022-10-08;"8172";APV;"3M";-0.0233867588866006095339948653356428642291
2022-10-08;"8172";APV;"6M";0.1586710389741548429481175826506822632972
2022-10-08;"8172";APV;"1Y";0.1498994190011087221732526275826740299202
2022-10-08;"8172";APV;YTD;0.1166922541104167994077662249092714316314
2022-10-09;"8172";APV;"1M";0.0671351141585028287145457876526080126732
2022-10-09;"8172";APV;"3M";-0.0233867588866006095339948653356428642291
2022-10-09;"8172";APV;"6M";0.1586710389741548429481175826506822632972
2022-10-09;"8172";APV;"1Y";0.1498994190011087221732526275826740299202
2022-10-09;"8172";APV;YTD;0.1166922541104167994077662249092714316314
2022-10-10;"8172";APV;"1M";0.0671351141585028287145457876526080126732
2022-10-10;"8172";APV;"3M";-0.0233867588866006095339948653356428642291
2022-10-10;"8172";APV;"6M";0.1586710389741548429481175826506822632972
2022-10-10;"8172";APV;"1Y";0.1498994190011087221732526275826740299202
2022-10-10;"8172";APV;YTD;0.1166922541104167994077662249092714316314
2022-10-11;"8172";APV;"1M";0.0545894829117760944858405438819715774598
2022-10-11;"8172";APV;"3M";-0.0574915843782326934110140881984704343863
2022-10-11;"8172";APV;"6M";0.1391186470596955972558500553927679093107
2022-10-11;"8172";APV;"1Y";0.1363807802737258984812228618755608621156
2022-10-11;"8172";APV;YTD;0.1035640109758136101214295004568917945613
2022-10-12;"8172";APV;"1M";0.0378556513932138086357154244579179389774
2022-10-12;"8172";APV;"3M";-0.0758410117198199248277870654145408900885
2022-10-12;"8172";APV;"6M";0.1548409457468790414041373904218344473030
2022-10-12;"8172";APV;"1Y";0.1253817626268572382250607923617918323556
2022-10-12;"8172";APV;YTD;0.1026909286463329667640144507972790492995
2022-10-13;"8172";APV;"1M";0.0374276476057486464352060364730379752715
2022-10-13;"8172";APV;"3M";-0.0656027635673344677100169252764403448939
2022-10-13;"8172";APV;"6M";0.1720341389250116666364278519531619682075
2022-10-13;"8172";APV;"1Y";0.1496143156600325310412412220268834921095
2022-10-13;"8172";APV;YTD;0.1163990936259681666076402490299989799546
2022-10-14;"8172";APV;"1M";0.0361932387963667084484800667123446883870
2022-10-14;"8172";APV;"3M";-0.0892629495420414375970874212555726047378
2022-10-14;"8172";APV;"6M";0.1650194620348787642612505151167113978268
2022-10-14;"8172";APV;"1Y";0.1616421927454887634417216826035042981365
2022-10-14;"8172";APV;YTD;0.1234247192914586342557234679093474626882
2022-10-15;"8172";APV;"1M";0.0300390495330855177679265898431435447248
2022-10-15;"8172";APV;"3M";-0.0387658333586537217669260344350748360743
2022-10-15;"8172";APV;"6M";0.1650194620348787642612505151167113978268
2022-10-15;"8172";APV;"1Y";0.1484396053857515909575462848900366500052
2022-10-15;"8172";APV;YTD;0.1234247192914586342557234679093474626882
2022-10-16;"8172";APV;"1M";0.0300390495330855177679265898431435447248
2022-10-16;"8172";APV;"3M";-0.0387658333586537217669260344350748360743
2022-10-16;"8172";APV;"6M";0.1650194620348787642612505151167113978268
2022-10-16;"8172";APV;"1Y";0.1484396053857515909575462848900366500052
2022-10-16;"8172";APV;YTD;0.1234247192914586342557234679093474626882
2022-10-17;"8172";APV;"1M";0.0484784306099862104428485136949626666815
2022-10-17;"8172";APV;"3M";-0.0215581720463264329259226839243389107821
2022-10-17;"8172";APV;"6M";0.1858752129233570414303776499730224506972
2022-10-17;"8172";APV;"1Y";0.1689985497647172190824638549904477217410
2022-10-17;"8172";APV;YTD;0.1435358563591412391389840690747598288466
2022-10-18;"8172";APV;"1M";0.0531492437607025281343593298889597835786
2022-10-18;"8172";APV;"3M";0.0322501149901617635285514983422085486224
2022-10-18;"8172";APV;"6M";0.1868380796783534057477001804558501505392
2022-10-18;"8172";APV;"1Y";0.1826563219563855088523761441993443776327
2022-10-18;"8172";APV;YTD;0.1486301359935734731508189026528958758230
2022-10-19;"8172";APV;"1M";0.0596692746608478876421201338672162485085
2022-10-19;"8172";APV;"3M";0.0510235768369888717940396649777439374295
2022-10-19;"8172";APV;"6M";0.1934857877141376168132091183919257929817
2022-10-19;"8172";APV;"1Y";0.2001649564681392689865103094842152913991
2022-10-19;"8172";APV;YTD;0.1557412876407733890715286524727585117418
2022-10-20;"8172";APV;"1M";0.0468427847716340914059955433642687711883
2022-10-20;"8172";APV;"3M";0.0558906315264790292495516782180179338580
2022-10-20;"8172";APV;"6M";0.1889649874137415419335270718891974329935
2022-10-20;"8172";APV;"1Y";0.1954762490296324504072555342515378545087
2022-10-20;"8172";APV;YTD;0.1487072378991438463364699221917059295792
2022-10-21;"8172";APV;"1M";0.0418795871576608680866603823238788044708
2022-10-21;"8172";APV;"3M";0.0541448628112793798969550924675038948503
2022-10-21;"8172";APV;"6M";0.1945114785027431752617557380069377448447
2022-10-21;"8172";APV;"1Y";0.1944382530940993202809470643799771863830
2022-10-21;"8172";APV;YTD;0.1562713904013710369453975893892440691382
2022-10-22;"8172";APV;"1M";0.0371982267014495276741374350415863661214
2022-10-22;"8172";APV;"3M";0.0480936897765511653668340535712865888864
2022-10-22;"8172";APV;"6M";0.1708082824657153798386008338454100342753
2022-10-22;"8172";APV;"1Y";0.1959429851473390515092687865167635459345
2022-10-22;"8172";APV;YTD;0.1562713904013710369453975893892440691382
2022-10-23;"8172";APV;"1M";0.0135660152917165221504970178692198926330
2022-10-23;"8172";APV;"3M";0.0480936897765511653668340535712865888864
2022-10-23;"8172";APV;"6M";0.1708082824657153798386008338454100342753
2022-10-23;"8172";APV;"1Y";0.1959429851473390515092687865167635459345
2022-10-23;"8172";APV;YTD;0.1562713904013710369453975893892440691382
2022-10-24;"8172";APV;"1M";0.0191799933669557670645664990440121848615
2022-10-24;"8172";APV;"3M";0.0538989110511700484947244122481722570021
2022-10-24;"8172";APV;"6M";0.1772932000033059485378047661391896915431
2022-10-24;"8172";APV;"1Y";0.2025671197340940798460988329793852095791
2022-10-24;"8172";APV;YTD;0.1626757904471553514411557847523750700921
2022-10-25;"8172";APV;"1M";0.0058805248282183707043751038696843336887
2022-10-25;"8172";APV;"3M";0.0310598948314860115071013491244273104375
2022-10-25;"8172";APV;"6M";0.1395534353846361159766461119463708972266
2022-10-25;"8172";APV;"1Y";0.1962875664452870820912539070556686509169
2022-10-25;"8172";APV;YTD;0.1475038186694125225525741820943498599197
2022-10-26;"8172";APV;"1M";-0.0347155079156160318883400749922756108999
2022-10-26;"8172";APV;"3M";0.0325772713572864821235072464609988637509
2022-10-26;"8172";APV;"6M";0.1225191563692704018514890509173571247513
2022-10-26;"8172";APV;"1Y";0.1791219402412583589242189748602858969404
2022-10-26;"8172";APV;YTD;0.1259963328252841101664404654635307599909
2022-10-27;"8172";APV;"1M";-0.0384289222680588688185561867742206251920
2022-10-27;"8172";APV;"3M";0.0259425975272067010638793482455808925417
2022-10-27;"8172";APV;"6M";0.1136007941532178298114902674584756096571
2022-10-27;"8172";APV;"1Y";0.1728200848405363701716362372076473749026
2022-10-27;"8172";APV;YTD;0.1168792211420663255944830670167021943795
2022-10-28;"8172";APV;"1M";-0.0361110956093388018586788739511007169485
2022-10-28;"8172";APV;"3M";0.0263164202720628856990788821661896076989
2022-10-28;"8172";APV;"6M";0.0912411848482372159362489975418853471097
2022-10-28;"8172";APV;"1Y";0.1599888427836600637779338592501990765845
2022-10-28;"8172";APV;YTD;0.1062410867485805488998400367036817673573
2022-10-29;"8172";APV;"1M";-0.0309803489389805322053404908350324393294
2022-10-29;"8172";APV;"3M";0.0335055769856195576479834745849438551985
2022-10-29;"8172";APV;"6M";0.0986626965411883383047665860280220749747
2022-10-29;"8172";APV;"1Y";0.1522157460535200831662541408750482962152
2022-10-29;"8172";APV;YTD;0.1062410867485805488998400367036817673573
2022-10-30;"8172";APV;"1M";-0.0251874010662275163099864349168046019353
2022-10-30;"8172";APV;"3M";0.0335055769856195576479834745849438551985
2022-10-30;"8172";APV;"6M";0.0986626965411883383047665860280220749747
2022-10-30;"8172";APV;"1Y";0.1522157460535200831662541408750482962152
2022-10-30;"8172";APV;YTD;0.1062410867485805488998400367036817673573
2022-10-31;"8172";APV;"1M";-0.0251874010662275163099864349168046019353
2022-10-31;"8172";APV;"3M";0.0335055769856195576479834745849438551985
2022-10-31;"8172";APV;"6M";0.0986626965411883383047665860280220749747
2022-10-31;"8172";APV;"1Y";0.1522157460535200831662541408750482962152
2022-10-31;"8172";APV;YTD;0.1062410867485805488998400367036817673573
2022-11-01;"8172";APV;"1M";-0.0251874010662275163099864349168046019353
